   6.08200021E-03          50
   3.05510014E-02         100
   9.50880051E-02         150
  0.229142010             200
  0.435178012             250
  0.698192954             300
   1.01402998             350
   1.67988110             400
   2.50652003             450
   3.37151098             500
   4.15483379             550
   5.59688711             600
   7.16015291             650
   8.90305805             700
   10.6311684             750
   12.8557796             800
   15.0733566             850
   17.9354420             900
   22.0241528             950
   25.4457588            1000
   27.2545033            1050
   34.0504951            1100
   38.5073891            1150
   41.7348785            1200
   46.6823082            1250
   52.6633224            1300
   59.8901901            1350
   72.4518127            1400
   82.2098236            1450
   86.9256287            1500
   92.4795151            1550
   106.986664            1600
   118.174202            1650
   124.692719            1700
   138.992142            1750
   152.481934            1800
   161.942444            1850
   163.845169            1900
   174.154282            1950
   189.834778            2000
